"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 09 18:10:01 GMT 2023","Thu Nov 09 18:10:01 GMT 2023","8","","io.qameta.allure.examples.junit4.AllureSimpleTest","","io.qameta.allure.examples.junit4.AllureSimpleTest","allureFakeParameterizedTest","allureFakeParameterizedTest",""
"passed","Thu Nov 09 18:10:02 GMT 2023","Thu Nov 09 18:10:02 GMT 2023","1","","io.qameta.allure.examples.junit4.AllureFixtureTest","","io.qameta.allure.examples.junit4.AllureFixtureTest","allureFixtureTest","allureFixtureTest",""
"passed","Thu Nov 09 18:10:02 GMT 2023","Thu Nov 09 18:10:02 GMT 2023","0","","io.qameta.allure.examples.junit4.AllureFixtureTest","","io.qameta.allure.examples.junit4.AllureFixtureTest","allureFixtureTest2","allureFixtureTest2",""
"passed","Thu Nov 09 18:10:02 GMT 2023","Thu Nov 09 18:10:02 GMT 2023","18","","io.qameta.allure.examples.junit4.AllureSimpleTest","","io.qameta.allure.examples.junit4.AllureSimpleTest","allureSimpleTest","allureSimpleTest displayName",""
"passed","Thu Nov 09 18:10:02 GMT 2023","Thu Nov 09 18:10:02 GMT 2023","0","","io.qameta.allure.examples.junit4.AllureParameterizedTest","","io.qameta.allure.examples.junit4.AllureParameterizedTest","allureParameterizedTest[First Name]","allureParameterizedTest[First Name]","allureParameterizedTest description"
"passed","Thu Nov 09 18:10:02 GMT 2023","Thu Nov 09 18:10:02 GMT 2023","1","","io.qameta.allure.examples.junit4.AllureParameterizedTest","","io.qameta.allure.examples.junit4.AllureParameterizedTest","allureParameterizedTest[Second Name]","allureParameterizedTest[Second Name]","allureParameterizedTest description"
