"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","annotatedStepTest","","Wed Nov 06 16:52:56 GMT 2024","passed","Wed Nov 06 16:52:56 GMT 2024","","com.example.junit4.StepTest","com.example.junit4.StepTest","annotatedStepTest"
"","14","lambdaStepTest","","Wed Nov 06 16:52:56 GMT 2024","passed","Wed Nov 06 16:52:56 GMT 2024","","com.example.junit4.StepTest","com.example.junit4.StepTest","lambdaStepTest"
